C16	47.12	1.27	0.00	0.1uF	0603
C17	41.40	1.27	0.00	0.1uF	0603
C18	35.43	1.27	0.00	0.1uF	0603
C19	29.59	1.27	0.00	0.1uF	0603
C20	23.88	1.27	0.00	0.1uF	0603
R15	47.12	5.08	0.00	10k	R0805
R16	41.15	5.08	0.00	10k	R0805
R17	35.43	5.08	0.00	10k	R0805
R18	29.59	5.08	0.00	10k	R0805
R19	23.75	5.08	0.00	10k	R0805
R20	5.84	42.42	0.00	3k	R0805
R21	33.15	42.29	0.00	3k	R0805
R22	19.81	42.29	0.00	3k	R0805
R23	48.13	42.29	0.00	3k	R0805
R24	61.72	42.42	0.00	3k	R0805
